order_id,customer_id,order_date,order_status
91,14,30/04/2019,Concluído
92,27,07/05/2019,Concluído
93,23,09/05/2019,Concluído
94,22,12/05/2019,Concluído
95,9,16/05/2019,Concluído
96,30,16/05/2019,Concluído
97,1,17/05/2019,Concluído
98,1,19/05/2019,Concluído
99,7,21/05/2019,Concluído
100,30,23/05/2019,Concluído
101,12,28/05/2019,Concluído
102,21,01/06/2019,Concluído
103,22,12/06/2019,Concluído
104,30,15/06/2019,Concluído
105,11,17/06/2019,Concluído
106,21,22/06/2019,Concluído
107,30,22/06/2019,Concluído
108,1,28/06/2019,Concluído
109,26,28/06/2019,Concluído
110,16,01/07/2019,Concluído
111,25,02/07/2019,Concluído
112,7,03/07/2019,Concluído
113,11,04/07/2019,Concluído
114,13,04/07/2019,Concluído
115,4,14/07/2019,Concluído
116,31,14/07/2019,Concluído
117,31,17/07/2019,Concluído
118,9,30/07/2019,Concluído
119,27,30/07/2019,Concluído
120,16,01/08/2019,Concluído
121,22,05/08/2019,Concluído
122,26,05/08/2019,Concluído
123,1,07/08/2019,Concluído
124,12,07/08/2019,Concluído
125,30,08/08/2019,Concluído
126,28,14/08/2019,Concluído
127,29,14/08/2019,Concluído
128,4,16/08/2019,Concluído
129,28,16/08/2019,Concluído
130,29,17/08/2019,Concluído
131,13,23/08/2019,Concluído
132,27,23/08/2019,Concluído
133,11,25/08/2019,Concluído
134,14,25/08/2019,Concluído
135,19,28/08/2019,Concluído
136,1,29/08/2019,Concluído
137,19,02/09/2019,Concluído
138,24,03/09/2019,Concluído
139,27,03/09/2019,Concluído
140,4,07/09/2019,Concluído
141,9,14/09/2019,Concluído
142,29,14/09/2019,Concluído
143,38,14/09/2019,Concluído
144,40,14/09/2019,Concluído
145,24,16/09/2019,Concluído
146,27,21/09/2019,Concluído
147,12,22/09/2019,Concluído
148,23,22/09/2019,Concluído
149,11,23/09/2019,Concluído
150,40,24/09/2019,Concluído
151,19,26/09/2019,Concluído
152,21,27/09/2019,Concluído
153,28,01/10/2019,Concluído
154,13,03/10/2019,Concluído
155,5,05/10/2019,Concluído
156,40,07/10/2019,Concluído
157,35,08/10/2019,Concluído
158,14,11/10/2019,Concluído
159,14,13/10/2019,Concluído
160,12,15/10/2019,Concluído
161,23,15/10/2019,Concluído
162,3,18/10/2019,Concluído
163,3,19/10/2019,Concluído
164,21,20/10/2019,Concluído
165,4,21/10/2019,Concluído
166,5,23/10/2019,Concluído
167,9,24/10/2019,Concluído
168,31,27/10/2019,Concluído
169,17,30/10/2019,Concluído
170,7,04/11/2019,Concluído
171,18,04/11/2019,Concluído
172,9,08/11/2019,Concluído
173,28,09/11/2019,Concluído
174,29,12/11/2019,Concluído
175,21,14/11/2019,Concluído
176,31,14/11/2019,Concluído
177,14,17/11/2019,Concluído
178,40,17/11/2019,Concluído
179,27,18/11/2019,Concluído
180,30,18/11/2019,Concluído
181,24,19/11/2019,Concluído
182,5,24/11/2019,Concluído
183,36,28/11/2019,Concluído
184,22,29/11/2019,Concluído
185,30,29/11/2019,Concluído
186,14,01/12/2019,Concluído
187,16,09/12/2019,Concluído
188,25,11/12/2019,Concluído
189,40,12/12/2019,Concluído
190,2,13/12/2019,Concluído
191,14,13/12/2019,Concluído
192,14,14/12/2019,Concluído
193,11,17/12/2019,Concluído
194,40,20/12/2019,Concluído
195,45,26/12/2019,Concluído
196,16,27/12/2019,Concluído
197,26,30/12/2019,Concluído
198,21,01/01/2020,Concluído
199,36,04/01/2020,Concluído
200,45,07/01/2020,Concluído
201,14,10/01/2020,Concluído
202,5,11/01/2020,Concluído
203,46,13/01/2020,Concluído
204,9,17/01/2020,Concluído
205,5,18/01/2020,Concluído
206,28,21/01/2020,Concluído
207,40,21/01/2020,Concluído
208,21,24/01/2020,Concluído
209,22,24/01/2020,Concluído
210,11,26/01/2020,Concluído
211,17,01/02/2020,Concluído
212,16,02/02/2020,Concluído
213,4,03/02/2020,Concluído
214,39,03/02/2020,Concluído
215,35,04/02/2020,Concluído
216,38,04/02/2020,Concluído
217,42,04/02/2020,Concluído
218,36,05/02/2020,Concluído
219,45,05/02/2020,Concluído
220,13,06/02/2020,Concluído
221,41,07/02/2020,Concluído
222,17,13/02/2020,Concluído
223,36,16/02/2020,Concluído
224,38,16/02/2020,Concluído
225,49,17/02/2020,Concluído
226,48,18/02/2020,Concluído
227,46,19/02/2020,Concluído
228,42,22/02/2020,Concluído
229,4,23/02/2020,Concluído
230,5,23/02/2020,Concluído
231,21,24/02/2020,Concluído
232,46,28/02/2020,Concluído
233,29,05/03/2020,Concluído
234,24,08/03/2020,Concluído
235,17,13/03/2020,Concluído
236,19,14/03/2020,Concluído
237,38,16/03/2020,Concluído
238,14,17/03/2020,Concluído
239,17,17/03/2020,Concluído
240,40,17/03/2020,Concluído
241,23,19/03/2020,Concluído
242,39,20/03/2020,Concluído
243,46,20/03/2020,Concluído
244,12,21/03/2020,Concluído
245,52,23/03/2020,Concluído
246,22,30/03/2020,Concluído
247,48,30/03/2020,Concluído
248,1,01/04/2020,Concluído
249,4,04/04/2020,Concluído
250,16,05/04/2020,Concluído
251,5,06/04/2020,Concluído
252,23,06/04/2020,Concluído
253,44,08/04/2020,Concluído
254,24,10/04/2020,Concluído
255,11,11/04/2020,Concluído
256,53,14/04/2020,Concluído
257,11,16/04/2020,Concluído
258,44,19/04/2020,Concluído
259,2,21/04/2020,Concluído
260,44,22/04/2020,Concluído
261,49,23/04/2020,Concluído
262,24,28/04/2020,Concluído
263,36,29/04/2020,Concluído
264,40,03/05/2020,Concluído
265,44,03/05/2020,Concluído
266,53,04/05/2020,Concluído
267,24,05/05/2020,Concluído
268,54,05/05/2020,Concluído
269,53,06/05/2020,Concluído
270,1,08/05/2020,Concluído
271,12,09/05/2020,Concluído
272,39,09/05/2020,Concluído
273,11,11/05/2020,Concluído
274,51,12/05/2020,Concluído
275,50,13/05/2020,Concluído
276,21,16/05/2020,Concluído
277,38,16/05/2020,Concluído
278,28,22/05/2020,Concluído
279,14,23/05/2020,Concluído
280,58,24/05/2020,Concluído
281,9,26/05/2020,Concluído
282,27,26/05/2020,Concluído
283,58,27/05/2020,Concluído
284,21,28/05/2020,Concluído
285,17,29/05/2020,Concluído
286,13,01/06/2020,Concluído
287,36,01/06/2020,Concluído
288,51,01/06/2020,Concluído
289,14,02/06/2020,Concluído
290,46,02/06/2020,Concluído
291,12,03/06/2020,Concluído
292,15,03/06/2020,Concluído
293,44,03/06/2020,Concluído
294,45,04/06/2020,Concluído
295,59,06/06/2020,Concluído
296,54,07/06/2020,Concluído
297,21,09/06/2020,Concluído
298,11,17/06/2020,Concluído
299,39,18/06/2020,Concluído
300,47,19/06/2020,Concluído
301,40,20/06/2020,Concluído
302,12,21/06/2020,Concluído
303,58,21/06/2020,Concluído
304,33,22/06/2020,Concluído
305,35,22/06/2020,Concluído
306,9,23/06/2020,Concluído
307,24,24/06/2020,Concluído
308,53,24/06/2020,Concluído
309,18,26/06/2020,Concluído
310,38,26/06/2020,Concluído
311,39,26/06/2020,Concluído
312,12,27/06/2020,Concluído
313,43,28/06/2020,Concluído
314,45,28/06/2020,Concluído
315,29,01/07/2020,Concluído
316,39,03/07/2020,Concluído
317,3,05/07/2020,Concluído
318,59,05/07/2020,Concluído
319,55,06/07/2020,Concluído
320,9,10/07/2020,Concluído
321,11,10/07/2020,Concluído
322,32,10/07/2020,Concluído
323,61,12/07/2020,Concluído
324,12,15/07/2020,Concluído
325,31,15/07/2020,Concluído
326,24,16/07/2020,Concluído
327,5,17/07/2020,Concluído
328,16,18/07/2020,Concluído
329,36,21/07/2020,Concluído
330,38,21/07/2020,Concluído
331,45,22/07/2020,Concluído
332,50,23/07/2020,Concluído
333,29,24/07/2020,Concluído
334,10,26/07/2020,Concluído
335,26,03/08/2020,Concluído
336,59,04/08/2020,Concluído
337,25,05/08/2020,Concluído
338,61,05/08/2020,Concluído
339,50,08/08/2020,Concluído
340,31,09/08/2020,Concluído
341,38,09/08/2020,Concluído
342,12,13/08/2020,Concluído
343,31,15/08/2020,Concluído
344,35,15/08/2020,Concluído
345,38,16/08/2020,Concluído
346,16,17/08/2020,Concluído
347,13,18/08/2020,Concluído
348,56,18/08/2020,Concluído
349,45,19/08/2020,Concluído
350,64,19/08/2020,Concluído
351,9,20/08/2020,Concluído
352,29,20/08/2020,Concluído
353,27,22/08/2020,Concluído
354,39,22/08/2020,Concluído
355,19,23/08/2020,Concluído
356,12,24/08/2020,Concluído
357,65,28/08/2020,Concluído
358,39,29/08/2020,Concluído
359,63,29/08/2020,Concluído
360,9,30/08/2020,Concluído
361,53,31/08/2020,Concluído
362,52,02/09/2020,Concluído
363,53,05/09/2020,Concluído
364,45,08/09/2020,Concluído
365,46,09/09/2020,Concluído
366,13,10/09/2020,Concluído
367,57,10/09/2020,Concluído
368,17,11/09/2020,Concluído
369,58,13/09/2020,Concluído
370,20,19/09/2020,Concluído
371,39,20/09/2020,Concluído
372,47,22/09/2020,Concluído
373,52,22/09/2020,Concluído
374,52,23/09/2020,Concluído
375,67,26/09/2020,Concluído
376,3,27/09/2020,Concluído
377,23,27/09/2020,Concluído
378,39,28/09/2020,Concluído
379,24,29/09/2020,Concluído
380,51,30/09/2020,Concluído
381,57,30/09/2020,Concluído
382,11,03/10/2020,Concluído
383,46,03/10/2020,Concluído
384,67,03/10/2020,Concluído
385,61,05/10/2020,Concluído
386,29,06/10/2020,Concluído
387,48,06/10/2020,Concluído
388,15,07/10/2020,Concluído
389,61,07/10/2020,Concluído
390,40,10/10/2020,Concluído
391,28,12/10/2020,Concluído
392,51,12/10/2020,Concluído
393,65,12/10/2020,Concluído
394,32,13/10/2020,Concluído
395,39,13/10/2020,Concluído
396,61,13/10/2020,Concluído
397,54,18/10/2020,Concluído
398,12,19/10/2020,Concluído
399,50,20/10/2020,Concluído
400,11,21/10/2020,Concluído
401,56,21/10/2020,Concluído
402,49,25/10/2020,Concluído
403,44,26/10/2020,Concluído
404,61,26/10/2020,Concluído
405,4,30/10/2020,Concluído
406,68,30/10/2020,Concluído
407,48,02/11/2020,Concluído
408,26,04/11/2020,Concluído
409,46,06/11/2020,Concluído
410,69,06/11/2020,Concluído
411,70,08/11/2020,Concluído
412,65,09/11/2020,Concluído
413,48,10/11/2020,Concluído
414,69,10/11/2020,Concluído
415,30,12/11/2020,Concluído
416,19,13/11/2020,Concluído
417,45,15/11/2020,Concluído
418,19,16/11/2020,Concluído
419,48,18/11/2020,Concluído
420,50,18/11/2020,Concluído
421,51,18/11/2020,Concluído
422,58,18/11/2020,Concluído
423,12,20/11/2020,Concluído
424,44,20/11/2020,Concluído
425,53,20/11/2020,Concluído
426,69,20/11/2020,Concluído
427,65,21/11/2020,Concluído
428,66,21/11/2020,Concluído
429,48,23/11/2020,Concluído
430,51,23/11/2020,Concluído
431,45,24/11/2020,Concluído
432,53,25/11/2020,Concluído
433,35,27/11/2020,Concluído
434,59,29/11/2020,Concluído
435,11,30/11/2020,Concluído
436,52,02/12/2020,Concluído
437,9,04/12/2020,Concluído
438,72,04/12/2020,Concluído
439,68,06/12/2020,Concluído
440,48,07/12/2020,Concluído
441,61,08/12/2020,Concluído
442,46,09/12/2020,Concluído
443,62,10/12/2020,Concluído
444,22,11/12/2020,Concluído
445,38,14/12/2020,Concluído
446,26,15/12/2020,Concluído
447,39,15/12/2020,Concluído
448,65,15/12/2020,Concluído
449,67,19/12/2020,Concluído
450,49,21/12/2020,Concluído
451,45,22/12/2020,Concluído
452,12,23/12/2020,Concluído
453,74,24/12/2020,Concluído
454,58,25/12/2020,Concluído
455,45,26/12/2020,Concluído
456,11,29/12/2020,Concluído
457,45,29/12/2020,Concluído
458,4,30/12/2020,Concluído
459,36,31/12/2020,Concluído
460,11,01/01/2021,Concluído
461,19,02/01/2021,Concluído
462,32,02/01/2021,Concluído
463,7,03/01/2021,Concluído
464,55,03/01/2021,Concluído
465,32,04/01/2021,Concluído
466,36,06/01/2021,Concluído
467,74,06/01/2021,Concluído
468,11,11/01/2021,Concluído
469,75,12/01/2021,Concluído
470,65,13/01/2021,Concluído
471,67,13/01/2021,Concluído
472,68,13/01/2021,Concluído
473,50,14/01/2021,Concluído
474,72,14/01/2021,Concluído
475,24,18/01/2021,Concluído
476,46,22/01/2021,Concluído
477,53,22/01/2021,Concluído
478,74,22/01/2021,Concluído
479,53,23/01/2021,Concluído
480,61,23/01/2021,Concluído
481,70,23/01/2021,Concluído
482,1,24/01/2021,Concluído
483,43,24/01/2021,Concluído
484,46,25/01/2021,Concluído
485,56,25/01/2021,Concluído
486,46,27/01/2021,Concluído
487,43,29/01/2021,Concluído
488,66,29/01/2021,Concluído
489,68,29/01/2021,Concluído
490,72,30/01/2021,Concluído
491,65,31/01/2021,Concluído
492,69,03/02/2021,Concluído
493,17,05/02/2021,Concluído
494,59,07/02/2021,Concluído
495,68,07/02/2021,Concluído
496,71,07/02/2021,Concluído
497,45,08/02/2021,Concluído
498,74,08/02/2021,Concluído
499,48,11/02/2021,Concluído
500,63,12/02/2021,Concluído
501,21,14/02/2021,Concluído
502,31,14/02/2021,Concluído
503,72,14/02/2021,Concluído
504,50,19/02/2021,Concluído
505,53,19/02/2021,Concluído
506,11,20/02/2021,Concluído
507,4,22/02/2021,Concluído
508,52,28/02/2021,Concluído
509,53,28/02/2021,Concluído
510,62,28/02/2021,Concluído
511,78,02/03/2021,Concluído
512,29,03/03/2021,Concluído
513,14,06/03/2021,Concluído
514,39,06/03/2021,Concluído
515,80,06/03/2021,Concluído
516,38,08/03/2021,Concluído
517,55,10/03/2021,Concluído
518,46,11/03/2021,Concluído
519,13,12/03/2021,Concluído
520,71,13/03/2021,Concluído
521,59,14/03/2021,Concluído
522,49,16/03/2021,Concluído
523,66,16/03/2021,Concluído
524,78,16/03/2021,Concluído
525,26,17/03/2021,Concluído
526,46,17/03/2021,Concluído
527,63,17/03/2021,Concluído
528,77,19/03/2021,Concluído
529,44,22/03/2021,Concluído
530,56,22/03/2021,Concluído
531,25,23/03/2021,Concluído
532,71,25/03/2021,Concluído
533,81,25/03/2021,Concluído
534,12,26/03/2021,Concluído
535,38,26/03/2021,Concluído
536,46,26/03/2021,Concluído
537,53,28/03/2021,Concluído
538,75,28/03/2021,Concluído
539,80,28/03/2021,Concluído
540,65,29/03/2021,Concluído
541,37,31/03/2021,Concluído
542,54,31/03/2021,Concluído
543,40,04/04/2021,Concluído
544,67,04/04/2021,Concluído
545,78,04/04/2021,Concluído
546,69,06/04/2021,Concluído
547,54,07/04/2021,Concluído
548,28,08/04/2021,Concluído
549,59,09/04/2021,Concluído
550,54,11/04/2021,Concluído
551,9,13/04/2021,Concluído
552,22,13/04/2021,Concluído
553,51,14/04/2021,Concluído
554,74,16/04/2021,Concluído
555,74,17/04/2021,Concluído
556,35,20/04/2021,Concluído
557,3,21/04/2021,Concluído
558,40,21/04/2021,Concluído
559,45,21/04/2021,Concluído
560,75,21/04/2021,Concluído
561,82,21/04/2021,Concluído
562,69,22/04/2021,Concluído
563,21,23/04/2021,Concluído
564,11,26/04/2021,Concluído
565,46,26/04/2021,Concluído
566,49,28/04/2021,Concluído
567,52,29/04/2021,Concluído
568,5,30/04/2021,Concluído
569,53,02/05/2021,Concluído
570,74,03/05/2021,Concluído
571,17,04/05/2021,Concluído
572,57,04/05/2021,Concluído
573,84,04/05/2021,Concluído
574,68,06/05/2021,Concluído
575,4,08/05/2021,Concluído
576,78,08/05/2021,Concluído
577,65,10/05/2021,Concluído
578,84,10/05/2021,Concluído
579,19,11/05/2021,Concluído
580,56,11/05/2021,Concluído
581,1,12/05/2021,Concluído
582,20,13/05/2021,Concluído
583,44,13/05/2021,Concluído
584,82,14/05/2021,Concluído
585,58,19/05/2021,Concluído
586,68,20/05/2021,Concluído
587,38,21/05/2021,Concluído
588,39,21/05/2021,Concluído
589,38,26/05/2021,Concluído
590,11,28/05/2021,Concluído
591,36,28/05/2021,Concluído
592,38,28/05/2021,Concluído
593,61,28/05/2021,Concluído
594,61,30/05/2021,Concluído
595,80,31/05/2021,Concluído
596,48,01/06/2021,Concluído
597,51,01/06/2021,Concluído
598,22,02/06/2021,Concluído
599,38,02/06/2021,Concluído
600,83,02/06/2021,Concluído
601,13,03/06/2021,Concluído
602,30,03/06/2021,Concluído
603,79,05/06/2021,Concluído
604,75,06/06/2021,Concluído
605,80,06/06/2021,Concluído
606,54,09/06/2021,Concluído
607,54,11/06/2021,Concluído
608,63,11/06/2021,Concluído
609,1,13/06/2021,Concluído
610,26,13/06/2021,Concluído
611,54,13/06/2021,Concluído
612,12,14/06/2021,Concluído
613,24,16/06/2021,Concluído
614,30,21/06/2021,Concluído
615,68,21/06/2021,Concluído
616,40,24/06/2021,Concluído
617,21,26/06/2021,Concluído
618,52,27/06/2021,Concluído
619,67,28/06/2021,Concluído
620,58,29/06/2021,Concluído
621,85,29/06/2021,Concluído
622,48,01/07/2021,Concluído
623,56,01/07/2021,Concluído
624,29,02/07/2021,Concluído
625,53,02/07/2021,Concluído
626,80,02/07/2021,Concluído
627,44,06/07/2021,Concluído
628,31,07/07/2021,Concluído
629,59,09/07/2021,Concluído
630,16,10/07/2021,Concluído
631,12,11/07/2021,Concluído
632,6,12/07/2021,Concluído
633,12,12/07/2021,Concluído
634,12,13/07/2021,Concluído
635,59,13/07/2021,Concluído
636,24,14/07/2021,Concluído
637,23,15/07/2021,Concluído
638,74,15/07/2021,Concluído
639,90,15/07/2021,Concluído
640,2,16/07/2021,Concluído
641,60,17/07/2021,Concluído
642,82,17/07/2021,Concluído
643,91,18/07/2021,Concluído
644,65,19/07/2021,Concluído
645,33,21/07/2021,Concluído
646,38,21/07/2021,Concluído
647,52,21/07/2021,Concluído
648,67,22/07/2021,Concluído
649,18,23/07/2021,Concluído
650,70,24/07/2021,Concluído
651,90,24/07/2021,Concluído
652,36,25/07/2021,Concluído
653,54,25/07/2021,Concluído
654,61,25/07/2021,Concluído
655,9,26/07/2021,Concluído
656,23,26/07/2021,Concluído
657,2,27/07/2021,Concluído
658,33,27/07/2021,Concluído
659,12,29/07/2021,Concluído
660,59,30/07/2021,Concluído
661,13,31/07/2021,Concluído
662,42,31/07/2021,Concluído
663,53,31/07/2021,Concluído
664,78,02/08/2021,Concluído
665,35,03/08/2021,Concluído
666,68,04/08/2021,Concluído
667,17,05/08/2021,Concluído
668,71,06/08/2021,Concluído
669,90,07/08/2021,Concluído
670,85,08/08/2021,Concluído
671,39,10/08/2021,Concluído
672,68,12/08/2021,Concluído
673,81,13/08/2021,Concluído
674,74,16/08/2021,Concluído
675,92,16/08/2021,Concluído
676,80,18/08/2021,Concluído
677,68,19/08/2021,Concluído
678,70,19/08/2021,Concluído
679,47,20/08/2021,Concluído
680,5,21/08/2021,Concluído
681,23,21/08/2021,Concluído
682,75,22/08/2021,Concluído
683,48,23/08/2021,Concluído
684,15,24/08/2021,Concluído
685,23,25/08/2021,Concluído
686,25,28/08/2021,Concluído
687,24,30/08/2021,Concluído
688,4,31/08/2021,Concluído
689,63,31/08/2021,Concluído
690,45,02/09/2021,Concluído
691,42,04/09/2021,Concluído
692,52,04/09/2021,Concluído
693,65,04/09/2021,Concluído
694,70,06/09/2021,Concluído
695,62,07/09/2021,Concluído
696,23,08/09/2021,Concluído
697,35,08/09/2021,Concluído
698,78,09/09/2021,Concluído
699,90,09/09/2021,Concluído
700,61,10/09/2021,Concluído
701,17,11/09/2021,Concluído
702,22,11/09/2021,Concluído
703,53,11/09/2021,Concluído
704,94,13/09/2021,Concluído
705,31,14/09/2021,Concluído
706,93,15/09/2021,Concluído
707,23,17/09/2021,Concluído
708,48,17/09/2021,Concluído
709,44,18/09/2021,Concluído
710,60,18/09/2021,Concluído
711,51,19/09/2021,Concluído
712,91,19/09/2021,Concluído
713,68,20/09/2021,Concluído
714,58,25/09/2021,Concluído
715,80,25/09/2021,Concluído
716,90,25/09/2021,Concluído
717,95,25/09/2021,Concluído
718,96,26/09/2021,Concluído
719,23,27/09/2021,Concluído
720,36,27/09/2021,Concluído
721,31,29/09/2021,Concluído
722,90,01/10/2021,Concluído
723,92,01/10/2021,Concluído
724,62,04/10/2021,Concluído
725,26,05/10/2021,Concluído
726,78,05/10/2021,Concluído
727,7,06/10/2021,Concluído
728,22,08/10/2021,Concluído
729,28,08/10/2021,Concluído
730,74,08/10/2021,Concluído
731,40,09/10/2021,Concluído
732,3,10/10/2021,Concluído
733,40,10/10/2021,Concluído
734,36,11/10/2021,Concluído
735,65,12/10/2021,Concluído
736,92,12/10/2021,Concluído
737,46,13/10/2021,Concluído
738,38,14/10/2021,Concluído
739,75,15/10/2021,Concluído
740,82,17/10/2021,Concluído
741,84,18/10/2021,Concluído
742,74,19/10/2021,Concluído
743,96,20/10/2021,Concluído
744,97,20/10/2021,Concluído
745,4,21/10/2021,Concluído
746,58,21/10/2021,Concluído
747,43,23/10/2021,Concluído
748,53,26/10/2021,Concluído
749,47,27/10/2021,Concluído
750,34,29/10/2021,Concluído
751,22,30/10/2021,Concluído
752,42,30/10/2021,Concluído
753,65,30/10/2021,Concluído
754,5,31/10/2021,Concluído
755,17,31/10/2021,Concluído
756,31,01/11/2021,Concluído
757,44,01/11/2021,Concluído
758,78,01/11/2021,Concluído
759,65,02/11/2021,Concluído
760,68,02/11/2021,Concluído
761,50,03/11/2021,Concluído
762,84,03/11/2021,Concluído
763,35,04/11/2021,Concluído
764,45,06/11/2021,Concluído
765,69,06/11/2021,Concluído
766,11,08/11/2021,Concluído
767,74,09/11/2021,Concluído
768,92,09/11/2021,Concluído
769,35,10/11/2021,Concluído
770,49,10/11/2021,Concluído
771,31,15/11/2021,Concluído
772,40,15/11/2021,Concluído
773,82,17/11/2021,Concluído
774,75,19/11/2021,Concluído
775,92,19/11/2021,Concluído
776,69,20/11/2021,Concluído
777,93,20/11/2021,Concluído
778,54,21/11/2021,Concluído
779,5,24/11/2021,Concluído
780,36,24/11/2021,Concluído
781,49,24/11/2021,Concluído
782,11,25/11/2021,Concluído
783,56,25/11/2021,Concluído
784,84,25/11/2021,Concluído
785,50,26/11/2021,Concluído
786,74,26/11/2021,Concluído
787,100,26/11/2021,Concluído
788,40,28/11/2021,Concluído
789,52,28/11/2021,Concluído
790,29,30/11/2021,Concluído
791,29,01/12/2021,Concluído
792,74,01/12/2021,Concluído
793,75,01/12/2021,Concluído
794,31,02/12/2021,Concluído
795,97,04/12/2021,Concluído
796,93,06/12/2021,Concluído
797,11,07/12/2021,Concluído
798,14,09/12/2021,Concluído
799,66,09/12/2021,Concluído
800,22,10/12/2021,Concluído
801,93,11/12/2021,Concluído
802,26,12/12/2021,Concluído
803,70,12/12/2021,Concluído
804,74,12/12/2021,Concluído
805,67,13/12/2021,Concluído
806,48,14/12/2021,Concluído
807,69,15/12/2021,Concluído
808,11,16/12/2021,Concluído
809,13,16/12/2021,Concluído
810,51,17/12/2021,Concluído
811,6,18/12/2021,Concluído
812,29,19/12/2021,Concluído
813,97,19/12/2021,Concluído
814,93,20/12/2021,Concluído
815,48,21/12/2021,Concluído
816,104,21/12/2021,Concluído
817,17,23/12/2021,Concluído
818,49,23/12/2021,Concluído
819,9,25/12/2021,Concluído
820,102,25/12/2021,Concluído
821,82,26/12/2021,Concluído
822,31,27/12/2021,Concluído
823,103,29/12/2021,Concluído
824,16,30/12/2021,Concluído
825,50,30/12/2021,Concluído
826,16,31/12/2021,Concluído
827,97,02/01/2022,Concluído
828,70,04/01/2022,Concluído
829,103,04/01/2022,Concluído
830,9,05/01/2022,Concluído
831,110,05/01/2022,Concluído
832,57,06/01/2022,Concluído
833,29,08/01/2022,Concluído
834,49,08/01/2022,Concluído
835,73,09/01/2022,Concluído
836,106,09/01/2022,Concluído
837,93,10/01/2022,Concluído
838,47,15/01/2022,Concluído
839,51,15/01/2022,Concluído
840,65,15/01/2022,Concluído
841,82,15/01/2022,Concluído
842,108,16/01/2022,Concluído
843,45,18/01/2022,Concluído
844,82,19/01/2022,Concluído
845,45,20/01/2022,Concluído
846,67,21/01/2022,Concluído
847,69,22/01/2022,Concluído
848,36,23/01/2022,Concluído
849,55,23/01/2022,Concluído
850,75,23/01/2022,Concluído
851,77,23/01/2022,Concluído
852,78,23/01/2022,Concluído
853,102,24/01/2022,Concluído
854,113,24/01/2022,Concluído
855,30,27/01/2022,Concluído
856,86,27/01/2022,Concluído
857,22,28/01/2022,Concluído
858,82,28/01/2022,Concluído
859,44,29/01/2022,Concluído
860,78,29/01/2022,Concluído
861,44,30/01/2022,Concluído
862,93,31/01/2022,Concluído
863,18,03/02/2022,Concluído
864,24,03/02/2022,Concluído
865,96,03/02/2022,Concluído
866,17,05/02/2022,Concluído
867,78,05/02/2022,Concluído
868,28,06/02/2022,Concluído
869,39,06/02/2022,Concluído
870,91,06/02/2022,Concluído
871,3,07/02/2022,Concluído
872,22,08/02/2022,Concluído
