order_item_id,order_id,product_id,quantity,unit_price
204,204,22,2,169
205,205,16,2,109
206,206,26,2,229
207,207,9,1,69
208,208,38,1,349
209,209,33,2,219
210,210,36,1,99
211,211,42,1,349
212,212,18,2,149
213,213,43,1,249
214,214,41,1,399
215,215,3,1,119
216,216,35,1,119
217,217,43,1,249
218,218,47,1,249
219,219,1,1,89
220,220,15,2,69
221,221,14,1,49
222,222,36,2,99
223,223,18,2,149
224,224,47,1,249
225,225,38,2,349
226,226,44,2,359
227,227,38,2,349
228,228,10,1,189
229,229,6,2,119
230,230,30,2,159
231,231,33,2,219
232,232,11,2,189
233,233,11,2,189
234,234,21,2,299
235,235,20,2,199
236,236,36,2,99
237,237,35,2,119
238,238,35,2,119
239,239,24,2,209
240,240,26,1,229
241,241,7,1,49
242,242,40,2,399
243,243,25,2,209
244,244,7,2,49
245,245,1,2,89
246,246,13,1,49
247,247,5,2,89
248,248,37,2,99
249,249,31,2,299
250,250,45,1,359
251,251,37,1,99
252,252,25,1,209
253,253,31,2,299
254,254,6,1,119
255,255,32,1,259
256,256,14,1,49
257,257,23,1,269
258,258,30,2,159
259,259,47,1,249
260,260,50,1,199
261,261,39,1,399
262,262,25,2,209
263,263,13,1,49
264,264,7,2,49
265,265,31,2,299
266,266,43,2,249
267,267,39,1,399
268,268,45,1,359
269,269,33,1,219
270,270,26,2,229
271,271,29,1,199
272,272,25,1,209
273,273,9,1,69
274,274,17,2,119
275,275,4,1,89
276,276,11,1,189
277,277,25,2,209
278,278,39,2,399
279,279,46,2,399
280,280,44,2,359
281,281,12,2,219
282,282,44,1,359
283,283,28,1,499
284,284,24,1,209
285,285,29,1,199
286,286,9,2,69
287,287,11,2,189
288,288,12,1,219
289,289,26,1,229
290,290,17,1,119
291,291,37,1,99
292,292,41,1,399
293,293,2,1,89
294,294,29,2,199
295,295,6,1,119
296,296,31,2,299
297,297,39,1,399
298,298,16,1,109
299,299,18,1,149
300,300,20,1,199
301,301,19,1,149
302,302,4,1,89
303,303,7,1,49
304,304,18,2,149
305,305,12,1,219
306,306,39,2,399
307,307,3,1,119
308,308,4,2,89
309,309,25,2,209
310,310,6,2,119
311,311,30,1,159
312,312,36,2,99
313,313,32,1,259
314,314,39,1,399
315,315,41,2,399
316,316,30,1,159
317,317,25,2,209
318,318,22,1,169
319,319,47,1,249
320,320,33,2,219
321,321,30,2,159
322,322,39,1,399
323,323,6,2,119
324,324,29,1,199
325,325,19,2,149
326,326,40,1,399
327,327,25,2,209
328,328,1,2,89
329,329,26,2,229
330,330,9,2,69
331,331,26,2,229
332,332,30,2,159
333,333,40,1,399
334,334,4,1,89
335,335,30,1,159
336,336,21,1,299
337,337,3,1,119
338,338,44,1,359
339,339,34,1,199
340,340,37,1,99
341,341,13,1,49
342,342,41,2,399
343,343,10,2,189
344,344,26,1,229
345,345,44,2,359
346,346,24,2,209
347,347,33,2,219
348,348,11,1,189
349,349,21,1,299
350,350,31,1,299
351,351,38,1,349
352,352,18,2,149
353,353,18,1,149
354,354,48,1,249
355,355,1,2,89
356,356,36,1,99
357,357,13,1,49
358,358,40,2,399
359,359,22,1,169
360,360,19,2,149
361,361,27,2,199
362,362,6,2,119
363,363,14,1,49
364,364,33,2,219
365,365,30,2,159
366,366,23,2,269
367,367,42,2,349
368,368,40,2,399
369,369,8,1,49
370,370,18,2,149
371,371,30,1,159
372,372,3,1,119
373,373,2,2,89
374,374,25,1,209
375,375,25,2,209
376,376,38,2,349
377,377,35,2,119
378,378,2,1,89
379,379,33,1,219
380,380,36,2,99
381,381,12,2,219
382,382,24,1,209
383,383,19,2,149
384,384,16,1,109
385,385,5,2,89
386,386,45,1,359
387,387,11,2,189
388,388,25,1,209
389,389,16,2,109
390,390,21,1,299
391,391,35,1,119
392,392,6,1,119
393,393,4,1,89
394,394,20,2,199
395,395,3,2,119
396,396,21,1,299
397,397,24,2,209
398,398,31,2,299
399,399,47,2,249
400,400,33,1,219
401,401,27,2,199
402,402,31,2,299
403,403,38,1,349
404,404,24,2,209
405,405,20,1,199
406,406,29,1,199
407,407,48,2,249
408,408,4,1,89
409,409,19,1,149
410,410,50,2,199
411,411,42,2,349
412,412,28,1,499
413,413,4,1,89
414,414,3,2,119
415,415,17,1,119
416,416,1,1,89
417,417,30,2,159
418,418,31,2,299
419,419,20,2,199
420,420,44,1,359
421,421,39,2,399
422,422,14,2,49
423,423,36,1,99
424,424,3,1,119
425,425,48,1,249
426,426,15,2,69
427,427,42,1,349
428,428,38,2,349
429,429,31,1,299
430,430,27,2,199
431,431,23,2,269
432,432,37,2,99
433,433,43,2,249
434,434,40,1,399
435,435,29,2,199
436,436,32,2,259
437,437,44,2,359
438,438,47,1,249
439,439,44,1,359
440,440,15,1,69
441,441,39,2,399
442,442,4,1,89
443,443,48,2,249
444,444,32,2,259
445,445,42,2,349
446,446,49,2,299
447,447,14,2,49
448,448,10,2,189
449,449,20,1,199
450,450,15,2,69
451,451,17,2,119
452,452,16,1,109
453,453,6,1,119
454,454,44,1,359
455,455,3,1,119
456,456,31,1,299
457,457,35,1,119
458,458,46,2,399
459,459,22,2,169
460,460,5,2,89
461,461,23,2,269
462,462,20,1,199
463,463,35,2,119
464,464,12,2,219
465,465,28,2,499
466,466,10,1,189
467,467,20,1,199
468,468,31,2,299
469,469,35,2,119
470,470,12,1,219
471,471,45,1,359
472,472,41,1,399
473,473,39,2,399
474,474,1,1,89
475,475,45,1,359
476,476,2,1,89
477,477,10,2,189
478,478,9,1,69
479,479,20,2,199
480,480,38,1,349
481,481,50,2,199
482,482,35,1,119
483,483,29,1,199
484,484,2,2,89
485,485,1,2,89
486,486,40,1,399
487,487,41,2,399
488,488,19,1,149
489,489,5,1,89
490,490,7,1,49
491,491,12,1,219
492,492,6,1,119
493,493,30,1,159
494,494,19,1,149
495,495,23,1,269
496,496,39,2,399
497,497,23,2,269
498,498,36,1,99
499,499,4,1,89
500,500,10,1,189
501,501,40,2,399
502,502,4,2,89
503,503,30,1,159
504,504,13,1,49
505,505,36,2,99
506,506,35,2,119
507,507,22,1,169
508,508,42,2,349
509,509,30,1,159
510,510,38,1,349
511,511,11,2,189
512,512,43,1,249
513,513,37,1,99
514,514,43,1,249
515,515,3,1,119
516,516,25,2,209
517,517,29,2,199
518,518,5,1,89
519,519,29,2,199
520,520,35,2,119
521,521,43,2,249
522,522,47,2,249
523,523,47,2,249
524,524,41,2,399
525,525,8,1,49
526,526,30,2,159
527,527,38,2,349
528,528,37,2,99
529,529,28,1,499
530,530,39,1,399
531,531,49,1,299
532,532,22,1,169
533,533,12,2,219
534,534,33,2,219
535,535,30,2,159
536,536,13,2,49
537,537,18,2,149
538,538,25,2,209
539,539,10,1,189
540,540,14,2,49
541,541,34,1,199
542,542,11,2,189
543,543,32,2,259
544,544,23,1,269
545,545,26,2,229
546,546,2,1,89
547,547,15,1,69
548,548,6,1,119
549,549,36,2,99
550,550,6,2,119
551,551,24,2,209
552,552,39,2,399
553,553,26,1,229
554,554,40,1,399
555,555,34,2,199
556,556,39,1,399
557,557,12,1,219
558,558,24,2,209
559,559,8,2,49
560,560,39,2,399
561,561,48,1,249
562,562,14,2,49
563,563,4,1,89
564,564,27,2,199
565,565,35,2,119
566,566,34,1,199
567,567,28,2,499
568,568,32,2,259
569,569,46,2,399
570,570,48,1,249
571,571,47,1,249
572,572,7,1,49
573,573,45,2,359
574,574,39,1,399
575,575,7,1,49
576,576,46,1,399
577,577,50,1,199
578,578,45,1,359
579,579,33,2,219
580,580,5,1,89
581,581,39,2,399
582,582,19,1,149
583,583,22,2,169
584,584,45,1,359
585,585,40,2,399
586,586,27,1,199
587,587,19,2,149
588,588,34,2,199
589,589,30,2,159
590,590,11,2,189
591,591,50,2,199
592,592,34,1,199
593,593,13,1,49
594,594,50,1,199
595,595,21,1,299
596,596,43,1,249
597,597,14,2,49
598,598,17,2,119
599,599,41,1,399
600,600,37,2,99
601,601,20,1,199
602,602,35,1,119
603,603,48,1,249
604,604,22,2,169
605,605,17,1,119
606,606,6,2,119
607,607,17,2,119
608,608,46,2,399
609,609,2,1,89
610,610,48,2,249
611,611,38,1,349
612,612,42,1,349
613,613,32,2,259
614,614,43,2,249
615,615,39,1,399
616,616,44,2,359
617,617,45,2,359
618,618,15,2,69
619,619,22,2,169
620,620,2,1,89
621,621,36,2,99
622,622,34,1,199
623,623,4,1,89
624,624,18,1,149
625,625,1,1,89
626,626,7,1,49
627,627,39,2,399
628,628,16,2,109
629,629,29,2,199
630,630,37,2,99
631,631,47,2,249
632,632,2,1,89
633,633,11,1,189
634,634,21,1,299
635,635,42,1,349
636,636,13,2,49
637,637,46,2,399
638,638,11,2,189
639,639,38,2,349
640,640,34,2,199
641,641,18,1,149
642,642,14,1,49
643,643,24,2,209
644,644,8,2,49
645,645,35,1,119
646,646,22,1,169
647,647,5,2,89
648,648,39,2,399
649,649,19,1,149
650,650,37,1,99
651,651,20,1,199
652,652,14,1,49
653,653,2,2,89
654,654,14,1,49
655,655,29,1,199
656,656,8,1,49
657,657,25,2,209
658,658,4,1,89
659,659,28,1,499
660,660,46,2,399
661,661,48,1,249
662,662,24,2,209
663,663,39,1,399
664,664,1,1,89
665,665,49,2,299
666,666,19,2,149
667,667,25,1,209
668,668,43,1,249
669,669,36,2,99
670,670,26,1,229
671,671,36,1,99
672,672,17,1,119
673,673,15,2,69
674,674,19,2,149
675,675,39,2,399
676,676,10,1,189
677,677,22,1,169
678,678,31,1,299
679,679,13,2,49
680,680,50,2,199
681,681,48,2,249
682,682,30,2,159
683,683,14,2,49
684,684,46,1,399
685,685,19,2,149
686,686,18,2,149
687,687,7,1,49
688,688,22,2,169
689,689,38,2,349
690,690,26,1,229
691,691,46,1,399
692,692,32,2,259
693,693,8,1,49
694,694,21,2,299
695,695,28,1,499
696,696,10,1,189
697,697,30,2,159
698,698,49,1,299
699,699,15,2,69
700,700,9,1,69
701,701,28,1,499
702,702,20,1,199
703,703,39,1,399
704,704,33,2,219
705,705,9,2,69
706,706,21,2,299
707,707,8,2,49
708,708,13,1,49
709,709,2,2,89
710,710,24,1,209
711,711,39,2,399
712,712,19,1,149
713,713,42,1,349
714,714,22,2,169
715,715,36,1,99
716,716,10,1,189
717,717,41,1,399
718,718,36,1,99
719,719,14,1,49
720,720,16,1,109
721,721,45,1,359
722,722,37,1,99
723,723,14,2,49
724,724,22,2,169
725,725,2,2,89
726,726,48,2,249
727,727,22,1,169
728,728,33,1,219
729,729,35,1,119
730,730,34,2,199
731,731,30,1,159
732,732,21,2,299
733,733,46,1,399
734,734,38,2,349
735,735,4,1,89
736,736,45,1,359
737,737,26,1,229
738,738,36,1,99
739,739,6,2,119
740,740,3,2,119
741,741,18,1,149
742,742,47,1,249
743,743,16,2,109
744,744,40,2,399
745,745,8,1,49
746,746,30,2,159
747,747,36,2,99
748,748,36,1,99
749,749,27,1,199
750,750,17,2,119
751,751,50,1,199
752,752,40,2,399
753,753,29,1,199
754,754,10,2,189
755,755,46,2,399
756,756,30,1,159
757,757,37,1,99
758,758,7,2,49
759,759,6,1,119
760,760,24,1,209
761,761,3,2,119
762,762,3,2,119
763,763,25,1,209
764,764,45,2,359
765,765,3,1,119
766,766,48,1,249
767,767,10,2,189
768,768,3,2,119
769,769,38,1,349
770,770,16,2,109
771,771,47,1,249
772,772,8,1,49
773,773,3,1,119
774,774,10,2,189
775,775,31,1,299
776,776,40,1,399
777,777,30,1,159
778,778,27,2,199
779,779,22,1,169
780,780,29,2,199
781,781,8,1,49
782,782,24,1,209
783,783,35,1,119
784,784,47,2,249
785,785,38,1,349
786,786,17,2,119
787,787,46,1,399
788,788,19,1,149
789,789,41,2,399
790,790,23,1,269
791,791,40,1,399
792,792,35,2,119
793,793,29,2,199
794,794,13,2,49
795,795,37,1,99
796,796,12,1,219
797,797,18,1,149
798,798,49,1,299
799,799,8,2,49
800,800,13,2,49
801,801,11,2,189
802,802,3,2,119
803,803,39,2,399
804,804,32,1,259
805,805,3,1,119
806,806,21,2,299
807,807,21,2,299
808,808,34,2,199
809,809,24,1,209
810,810,11,1,189
811,811,15,1,69
812,812,27,2,199
813,813,12,2,219
814,814,47,2,249
815,815,16,2,109
816,816,28,2,499
817,817,40,1,399
818,818,30,2,159
819,819,15,1,69
820,820,38,1,349
821,821,49,1,299
822,822,28,2,499
823,823,22,2,169
824,824,21,2,299
825,825,14,2,49
826,826,27,2,199
827,827,49,1,299
828,828,38,2,349
829,829,46,1,399
830,830,39,1,399
831,831,31,2,299
832,832,18,1,149
833,833,7,1,49
834,834,31,2,299
835,835,46,1,399
836,836,7,1,49
837,837,12,2,219
838,838,40,2,399
839,839,48,2,249
840,840,33,1,219
841,841,46,2,399
842,842,46,1,399
843,843,16,1,109
844,844,31,1,299
845,845,47,1,249
846,846,28,1,499
847,847,32,2,259
848,848,45,1,359
849,849,36,1,99
850,850,41,1,399
851,851,25,1,209
852,852,26,2,229
853,853,39,1,399
854,854,21,1,299
855,855,7,2,49
856,856,5,1,89
857,857,36,2,99
858,858,13,2,49
859,859,15,1,69
860,860,6,1,119
861,861,24,1,209
862,862,2,1,89
863,863,23,1,269
864,864,2,2,89
865,865,5,1,89
866,866,4,2,89
867,867,16,1,109
868,868,50,2,199
869,869,17,2,119
870,870,34,1,199
871,871,20,2,199
872,872,21,1,299
873,873,15,1,69
874,874,15,2,69
875,875,39,1,399
876,876,41,2,399
877,877,5,1,89
878,878,2,2,89
879,879,1,1,89
880,880,39,1,399
881,881,33,2,219
882,882,38,2,349
883,883,47,1,249
884,884,34,1,199
885,885,34,1,199
886,886,33,1,219
887,887,42,2,349
888,888,14,1,49
889,889,25,1,209
890,890,42,2,349
891,891,44,1,359
892,892,8,2,49
893,893,28,1,499
894,894,1,1,89
895,895,23,2,269
896,896,40,2,399
897,897,39,1,399
898,898,29,1,199
899,899,19,2,149
900,900,36,2,99
901,901,10,1,189
902,902,4,1,89
903,903,36,2,99
904,904,37,2,99
905,905,45,1,359
906,906,26,2,229
907,907,2,2,89
908,908,7,2,49
909,909,21,2,299
910,910,49,1,299
911,911,12,1,219
912,912,38,2,349
913,913,35,1,119
914,914,42,2,349
915,915,1,2,89
916,916,46,2,399
917,917,22,1,169
918,918,7,1,49
919,919,15,2,69
920,920,17,1,119
921,921,8,1,49
922,922,17,1,119
923,923,1,1,89
924,924,5,2,89
925,925,34,2,199
926,926,35,1,119
927,927,21,2,299
928,928,25,2,209
929,929,35,1,119
930,930,8,2,49
931,931,1,2,89
932,932,34,2,199
933,933,3,2,119
934,934,20,2,199
935,935,39,1,399
936,936,31,2,299
937,937,1,1,89
938,938,42,2,349
939,939,30,2,159
940,940,43,1,249
941,941,50,2,199
942,942,6,1,119
943,943,31,2,299
944,944,44,2,359
945,945,45,1,359
946,946,19,1,149
947,947,14,1,49
948,948,27,1,199
949,949,27,2,199
950,950,38,2,349
951,951,16,1,109
952,952,31,1,299
953,953,12,1,219
954,954,45,2,359
955,955,14,1,49
956,956,45,2,359
957,957,9,1,69
958,958,11,2,189
959,959,14,1,49
960,960,47,1,249
961,961,24,1,209
962,962,7,2,49
963,963,48,2,249
964,964,4,1,89
965,965,20,2,199
966,966,19,1,149
967,967,29,2,199
968,968,20,2,199
969,969,3,1,119
970,970,16,2,109
971,971,26,2,229
972,972,2,1,89
973,973,4,1,89
974,974,45,2,359
975,975,21,2,299
976,976,14,1,49
977,977,27,2,199
978,978,36,2,99
979,979,37,2,99
980,980,23,1,269
981,981,6,2,119
982,982,35,1,119
983,983,3,1,119
984,984,42,2,349
985,985,32,2,259
986,986,38,2,349
987,987,5,2,89
988,988,48,2,249
989,989,46,2,399
990,990,26,2,229
991,991,39,1,399
992,992,45,1,359
993,993,11,1,189
994,994,18,1,149
995,995,14,1,49
996,996,8,2,49
997,997,37,1,99
998,998,19,1,149
999,999,47,1,249
1000,1000,16,2,109
1001,1001,1,1,89
1002,1002,42,1,349
1003,1003,49,1,299
1004,1004,17,2,119
1005,1005,49,1,299
1006,1006,13,2,49
1007,1007,24,2,209
1008,1008,17,2,119
1009,1009,32,2,259
1010,1010,45,1,359
1011,1011,34,2,199
1012,1012,29,1,199
1013,1013,47,1,249
1014,1014,27,2,199
1015,1015,45,1,359
1016,1016,34,1,199
1017,1017,7,1,49
1018,1018,15,1,69
1019,1019,19,1,149
1020,1020,45,1,359
1021,1021,26,2,229
1022,1022,12,1,219
1023,1023,4,1,89
1024,1024,9,1,69
1025,1025,4,1,89
1026,1026,49,2,299
1027,1027,6,2,119
1028,1028,32,1,259
1029,1029,46,1,399
1030,1030,36,1,99
1031,1031,13,2,49
1032,1032,10,2,189
1033,1033,11,2,189
1034,1034,18,1,149
1035,1035,9,2,69
1036,1036,47,2,249
1037,1037,20,2,199
1038,1038,30,1,159
1039,1039,4,1,89
1040,1040,47,2,249
1041,1041,40,1,399
1042,1042,23,2,269
1043,1043,22,2,169
1044,1044,17,2,119
1045,1045,37,1,99
1046,1046,4,2,89
1047,1047,13,1,49
1048,1048,32,2,259
1049,1049,16,2,109
1050,1050,20,1,199
1051,1051,30,2,159
1052,1052,40,2,399
1053,1053,33,2,219
1054,1054,47,1,249
1055,1055,42,2,349
1056,1056,7,2,49
1057,1057,15,1,69
1058,1058,22,2,169
1059,1059,42,1,349
1060,1060,20,2,199
1061,1061,23,1,269
1062,1062,28,2,499
1063,1063,29,1,199
1064,1064,23,2,269
1065,1065,14,2,49
1066,1066,21,2,299
1067,1067,17,1,119
1068,1068,45,2,359
1069,1069,45,2,359
1070,1070,7,1,49
1071,1071,3,1,119
1072,1072,2,2,89
1073,1073,8,2,49
1074,1074,24,1,209
1075,1075,33,2,219
1076,1076,31,1,299
1077,1077,38,1,349
1078,1078,3,2,119
1079,1079,45,1,359
1080,1080,5,1,89
1081,1081,32,2,259
1082,1082,8,2,49
1083,1083,45,1,359
1084,1084,28,1,499
1085,1085,34,2,199
1086,1086,20,2,199
1087,1087,25,2,209
1088,1088,15,1,69
1089,1089,13,1,49
1090,1090,26,1,229
1091,1091,11,1,189
1092,1092,27,2,199
1093,1093,13,2,49
1094,1094,36,1,99
1095,1095,46,1,399
1096,1096,18,2,149
1097,1097,13,2,49
1098,1098,43,1,249
1099,1099,10,1,189
1100,1100,30,2,159
1101,1101,31,1,299
1102,1102,23,1,269
1103,1103,16,1,109
1104,1104,23,1,269
1105,1105,33,2,219
1106,1106,44,1,359
1107,1107,35,2,119
1108,1108,36,1,99
1109,1109,28,1,499
1110,1110,11,1,189
1111,1111,12,2,219
1112,1112,40,1,399
1113,1113,35,2,119
1114,1114,35,2,119
1115,1115,33,2,219
1116,1116,28,2,499
1117,1117,26,2,229
1118,1118,17,2,119
1119,1119,37,1,99
1120,1120,15,2,69
1121,1121,43,1,249
1122,1122,47,2,249
1123,1123,4,1,89
1124,1124,20,2,199
1125,1125,30,1,159
1126,1126,1,1,89
1127,1127,41,2,399
1128,1128,22,2,169
1129,1129,12,1,219
1130,1130,43,1,249
1131,1131,25,1,209
1132,1132,30,1,159
1133,1133,14,2,49
1134,1134,9,2,69
1135,1135,13,1,49
1136,1136,47,2,249
1137,1137,32,1,259
1138,1138,2,1,89
1139,1139,11,1,189
1140,1140,36,2,99
1141,1141,5,1,89
1142,1142,40,2,399
1143,1143,10,1,189
1144,1144,16,1,109
1145,1145,46,2,399
1146,1146,15,1,69
1147,1147,12,2,219
1148,1148,23,2,269
1149,1149,40,2,399
1150,1150,19,2,149
1151,1151,11,1,189
1152,1152,50,2,199
1153,1153,15,1,69
1154,1154,47,2,249
1155,1155,49,1,299
1156,1156,11,1,189
1157,1157,9,1,69
1158,1158,35,1,119
1159,1159,13,2,49
1160,1160,16,1,109
1161,1161,46,2,399
1162,1162,8,2,49
1163,1163,43,2,249
1164,1164,29,2,199
1165,1165,25,2,209
1166,1166,5,1,89
1167,1167,43,2,249
1168,1168,19,1,149
1169,1169,28,2,499
1170,1170,27,2,199
1171,1171,11,2,189
1172,1172,5,2,89
1173,1173,50,2,199
1174,1174,48,2,249
1175,1175,1,1,89
1176,1176,1,2,89
1177,1177,13,1,49
1178,1178,40,1,399
1179,1179,42,2,349
1180,1180,24,2,209
1181,1181,8,1,49
1182,1182,2,2,89
1183,1183,35,1,119
1184,1184,3,2,119
1185,1185,40,2,399
1186,1186,11,1,189
1187,1187,15,1,69
1188,1188,34,2,199
1189,1189,33,2,219
1190,1190,5,2,89
1191,1191,31,1,299
1192,1192,33,1,219
1193,1193,32,1,259
1194,1194,29,1,199
1195,1195,47,1,249
1196,1196,28,1,499
1197,1197,7,1,49
1198,1198,22,2,169
1199,1199,33,1,219
1200,1200,26,1,229
1201,1201,50,1,199
1202,1202,15,2,69
1203,1203,5,2,89
1204,1204,26,2,229
1205,1205,6,2,119
1206,1206,36,2,99
1207,1207,26,1,229
1208,1208,7,2,49
1209,1209,25,2,209
1210,1210,10,1,189
1211,1211,44,1,359
1212,1212,36,1,99
1213,1213,46,2,399
1214,1214,18,1,149
1215,1215,9,2,69
1216,1216,20,1,199
1217,1217,46,2,399
1218,1218,11,2,189
1219,1219,29,1,199
1220,1220,47,1,249
1221,1221,16,1,109
1222,1222,36,2,99
1223,1223,50,1,199
1224,1224,16,1,109
1225,1225,28,1,499
1226,1226,39,2,399
1227,1227,37,1,99
1228,1228,30,1,159
1229,1229,9,1,69
1230,1230,17,1,119
1231,1231,11,1,189
1232,1232,28,2,499
1233,1233,1,2,89
1234,1234,42,1,349
1235,1235,5,1,89
1236,1236,48,2,249
1237,1237,19,2,149
1238,1238,4,2,89
1239,1239,29,2,199
1240,1240,6,2,119
1241,1241,16,1,109
1242,1242,28,2,499
1243,1243,16,2,109
1244,1244,39,2,399
1245,1245,48,1,249
1246,1246,17,2,119
1247,1247,21,1,299
1248,1248,17,2,119
1249,1249,40,2,399
1250,1250,22,1,169
1251,1251,50,2,199
1252,1252,42,2,349
1253,1253,49,1,299
1254,1254,16,1,109
1255,1255,46,1,399
1256,1256,50,2,199
1257,1257,7,2,49
1258,1258,12,1,219
1259,1259,9,1,69
1260,1260,18,2,149
1261,1261,32,1,259
1262,1262,37,2,99
1263,1263,39,2,399
1264,1264,19,2,149
1265,1265,31,2,299
1266,1266,42,2,349
1267,1267,1,2,89
1268,1268,48,2,249
1269,1269,40,1,399
1270,1270,13,1,49
1271,1271,37,2,99
1272,1272,14,2,49
1273,1273,8,1,49
1274,1274,3,1,119
1275,1275,28,1,499
1276,1276,33,2,219
1277,1277,39,2,399
1278,1278,50,2,199
1279,1279,40,2,399
1280,1280,30,2,159
1281,1281,49,2,299
1282,1282,10,2,189
1283,1283,8,2,49
1284,1284,15,1,69
1285,1285,9,1,69
1286,1286,26,1,229
1287,1287,50,1,199
1288,1288,42,1,349
1289,1289,45,2,359
1290,1290,25,1,209
1291,1291,3,1,119
1292,1292,12,1,219
1293,1293,43,1,249
1294,1294,14,1,49
1295,1295,3,1,119
1296,1296,35,1,119
1297,1297,25,1,209
1298,1298,49,2,299
1299,1299,4,1,89
1300,1300,14,1,49
1301,1301,39,2,399
1302,1302,20,1,199
1303,1303,11,2,189
1304,1304,30,1,159
1305,1305,40,1,399
1306,1306,25,2,209
1307,1307,13,1,49
1308,1308,50,1,199
1309,1309,46,1,399
1310,1310,25,2,209
1311,1311,10,2,189
1312,1312,40,1,399
1313,1313,7,2,49
1314,1314,29,2,199
1315,1315,7,1,49
1316,1316,6,2,119
1317,1317,29,1,199
1318,1318,23,1,269
1319,1319,4,2,89
1320,1320,23,1,269
1321,1321,14,1,49
1322,1322,34,2,199
1323,1323,50,2,199
1324,1324,32,2,259
1325,1325,49,1,299
1326,1326,34,2,199
1327,1327,22,1,169
1328,1328,36,2,99
1329,1329,7,2,49
